indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Senegal,2005,,2400
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Viet Nam,2005,,2400
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,South Africa,2005,,290000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Dominican Republic,2005,,2900
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Democratic Republic of the Congo,2005,,30000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Gabon,2005,,3000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Ethiopia,2005,,31000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Liberia,2005,,3100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Cote d'Ivoire,2005,,32000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Ukraine,2005,,3700
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Venezuela (Bolivarian Republic of),2005,,3700
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Niger,2005,,3700
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Indonesia,2005,,3900
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Myanmar,2005,,4200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Zambia,2005,,48000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Bolivia (Plurinational State of),2005,,510
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Burundi,2005,,5100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Congo,2005,,5100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Sierra Leone,2005,,5100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Morocco,2005,,530
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Guinea,2005,,5300
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Haiti,2005,,5600
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Malawi,2005,,58000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Ecuador,2005,,620
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Benin,2005,,6200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Mali,2005,,6700
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Zimbabwe,2005,,69000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Eritrea,2005,,690
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,United Republic of Tanzania,2005,,70000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Uganda,2005,,71000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Togo,2005,,7200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,South Sudan,2005,,8600
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Mozambique,2005,,87000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Jamaica,2005,,940
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Chad,2005,,9500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Burkina Faso,2005,,9700
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Albania,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Andorra,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Antigua and Barbuda,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Argentina,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Australia,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Austria,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Bahamas,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Bahrain,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Barbados,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Belarus,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Belgium,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Bhutan,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Bosnia and Herzegovina,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Brazil,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Brunei Darussalam,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Bulgaria,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Cameroon,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Canada,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Central African Republic,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Chile,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,China,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Colombia,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Comoros,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Cook Islands,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Croatia,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Cyprus,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Czechia,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Democratic People's Republic of Korea,2005,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Denmark,2005,,
